Customer Name,Recency,Frequency,Monetary
Robert Rivers,115,2,7027
Robert Roberts,199,6,10458
Robert Robinson,69,21,50745
Robert Rodriguez,55,22,61520
Robert Rogers,4,20,51395
Robert Roman,6,7,17878
Robert Romero,110,8,27470
Robert Rosales Jr.,78,3,6376
Robert Rowe,279,6,15252
Robert Ruiz,40,10,34964
Robert Russell,145,4,10121
Robert Russo,131,5,11192
Robert Ryan,9,6,19642
Robert Salazar,853,4,4464
Robert Sampson,186,8,23315
Robert Sanchez,24,14,37596
Robert Sanders,131,3,10855
Robert Sandoval,193,7,17129
Robert Sanford,8,6,18910
Robert Santos,251,7,13087
Robert Schmidt,126,7,19342
Robert Schultz,21,6,20341
Robert Scott,21,11,25241
Robert Serrano,119,5,14621
Robert Shannon,40,4,9500
Robert Shepard,277,5,14952
Robert Sheppard,15,2,9153
Robert Simmons,339,5,8576
Robert Simpson,283,3,6269
Robert Sims,13,13,34364
Robert Sims PhD,1131,2,3408
Robert Smith,83,52,138000
Robert Smith DDS,86,4,8730
Robert Sosa,353,4,5646
Robert Spencer,6,7,14460
Robert Steele,90,7,22413
Robert Stein,46,5,8474
Robert Stephens,208,5,13918
Robert Stewart,97,12,35101
Robert Stokes,43,5,13211
Robert Strong,205,8,14507
Robert Sullivan,235,6,10385
Robert Sutton,889,4,7185
Robert Taylor,11,35,90372
Robert Terrell,221,6,8543
Robert Terry,129,5,15218
Robert Thomas,29,10,28914
Robert Thomas MD,114,7,25213
Robert Thompson,91,11,38166
Robert Thompson II,135,6,24386
Robert Torres,24,13,43919
Robert Tran,18,11,31428
Robert Trujillo,78,8,20683
Robert Tucker,58,9,20997
Robert Tyler,155,4,9694
Robert Valdez,318,2,3636
Robert Valencia,898,1,2679
Robert Valentine,108,7,20219
Robert Vance,51,9,24038
Robert Vaughn,551,6,15043
Robert Vazquez,126,7,15511
Robert Wade,87,8,26950
Robert Wagner,207,5,23822
Robert Walker,58,20,57797
Robert Waller,195,1,2242
Robert Ward,88,6,17457
Robert Ware,197,8,24917
Robert Warren,366,2,7121
Robert Washington,61,3,10017
Robert Watkins,323,8,17022
Robert Watson,147,9,29479
Robert Webb,160,8,19287
Robert Weber,35,6,19354
Robert Wells,3,10,32999
Robert Werner,71,12,23690
Robert Wheeler,26,19,42637
Robert Whitaker,596,5,11061
Robert White,41,15,40735
Robert Wilcox,23,3,5979
Robert Williams,8,49,137558
Robert Willis,43,13,36286
Robert Wilson,2,43,120801
Robert Wise,93,2,5543
Robert Wong,508,6,16221
Robert Woodard,108,4,14957
Robert Woods,278,9,22134
Robert Wright,235,8,27186
Robert Yates,378,3,12183
Robert Young,20,30,87155
Roberta Chambers,40,3,8185
Roberta Clark,250,4,8999
Roberta Evans,195,4,10178
Roberta Fisher,210,4,10857
Roberta Garcia,349,6,24104
Roberta Gay,150,6,15754
Roberta Jensen,192,3,6269
Roberta Meyer,136,2,4843
Roberta Sellers,291,6,18531
Roberta Simpson,531,3,12562
Roberta Williams,142,6,23059
Roberta Wright,103,3,7260
Roberto Anderson,287,7,27781
Roberto Barker,54,7,15420
Roberto Blackburn,27,5,8849
Roberto Brown,67,14,43888
Roberto Combs,432,6,18814
Roberto Cooper,327,6,14737
Roberto Cox,94,2,6698
Roberto Figueroa,9,5,15003
Roberto Gibson,331,3,9946
Roberto Grant,663,4,9615
Roberto Johnson,165,8,24300
Roberto Kirk,993,3,6142
Roberto Landry,136,5,7211
Roberto Lee,564,5,19238
Roberto Mckee,74,4,7698
Roberto Ortega,67,7,14860
Roberto Rasmussen,160,4,10017
Roberto Reed,214,7,28385
Robin Adams,334,4,15744
Robin Allen,346,6,19472
Robin Bailey,108,4,9495
Robin Brown,127,10,28832
Robin Carr,302,5,9525
Robin Chaney,182,7,18738
Robin Cherry,460,5,13514
Robin Christensen,258,2,2714
Robin Clark,585,7,17329
Robin Cole,115,10,31207
Robin Crosby,1015,3,4749
Robin Cruz,150,5,10091
Robin Davis,42,6,19306
Robin Dawson,184,7,20869
Robin Delgado,32,4,8085
Robin Duncan,11,5,5339
Robin Faulkner,407,4,13214
Robin Ferguson,159,4,6898
Robin Fields,6,4,10866
Robin Fisher,49,10,25850
Robin Ford,177,9,32592
Robin Fowler MD,76,6,16555
Robin Freeman,81,7,18912
Robin Gilbert,601,1,2471
Robin Glass,115,5,10378
Robin Gomez,20,7,23006
Robin Gonzalez,28,5,14851
Robin Goodwin,18,5,14662
Robin Griffith,224,5,17006
Robin Hamilton,6,11,24409
Robin Hammond,562,1,3050
Robin Hansen,126,4,10866
Robin Harper,618,3,8509
Robin Harvey,75,7,19584
Robin Hayes,53,3,7790
Robin Hensley,19,8,17832
Robin Herrera,256,5,7165
Robin Hopkins,37,6,18787
Robin Howell,84,5,10337
Robin Hughes,784,1,4918
Robin Hutchinson,413,7,24597
Robin Jackson,310,3,4432
Robin Jenkins,776,2,8169
Robin Jennings,656,2,7552
Robin Jones,117,8,25020
Robin King,464,4,17714
Robin Lang,295,6,9089
Robin Larson,349,1,4588
Robin Leonard,180,5,17285
Robin Long,10,10,21925
Robin Lopez,51,18,41014
Robin Lynch,322,5,17302
Robin Macdonald,549,8,21067
Robin Mack,115,4,11041
Robin Maldonado,124,2,7850
Robin Manning,284,5,11425
Robin Martin,50,10,15837
Robin Martinez,403,4,13061
Robin May,562,6,9860
Robin Mcintyre,172,4,10379
Robin Mcmahon,206,4,12874
Robin Medina,594,5,11100
Robin Miller,273,5,17031
Robin Moore,13,18,50040
Robin Mora,245,8,20777
Robin Morris,43,12,31709
Robin Murray,659,2,5390
Robin Myers,231,2,9268
Robin Nelson,386,3,7015
Robin Nicholson,76,5,13770
Robin Ortiz,661,4,12432
Robin Patton,168,4,10741
Robin Phillips,75,4,9379
Robin Reese,64,5,14283
Robin Riley,146,8,24843
Robin Rivas,778,3,7833
Robin Sanders,500,3,2178
Robin Simmons,36,6,11181
Robin Simpson,466,4,11544
Robin Smith,160,20,53563
Robin Stevens,49,5,11354
Robin Stout,149,12,28024
Robin Swanson,249,9,26459
Robin Thompson,84,5,13221
Robin Walker,66,7,19667
Robin Waller,313,7,16878
Robin Wang,367,2,5794
Robin White,390,6,14401
Robin Wiley,48,6,19046
Robin Wilkinson,95,6,15143
Robin Williams,467,4,11509
Robin Williamson,476,4,13855
Robin Willis,180,6,16813
Robin Wilson,53,10,33603
Robin Wilson MD,42,8,18966
Robin Wolfe,156,8,18954
Robin Woods,469,6,20340
Robin Yu,18,6,13136
Robyn Allen,78,3,6077
Robyn Brown,51,4,7109
Robyn Gill,817,2,5456
Robyn Hunter,310,4,9091
Robyn Lam,1088,3,4509
Robyn Moore,547,2,7788
Robyn Riddle,231,2,7734
Robyn Rogers,158,5,17338
Robyn Williams,140,6,21567
Rodney Adams,85,12,29554
Rodney Allen,73,6,11696
Rodney Anderson,501,5,15830
Rodney Bailey,4,5,12002
Rodney Barker,108,6,11420
Rodney Barnes,362,4,2951
Rodney Bishop,84,6,19323
Rodney Blake,30,10,13605
Rodney Camacho,728,3,6832
Rodney Castro,138,6,18970
Rodney Coleman,21,7,19462
Rodney Collins,145,5,15367
Rodney Dixon,189,4,16570
Rodney Erickson,13,8,20728
Rodney Ferguson,259,6,11827
Rodney Francis,152,6,16773
Rodney Garcia,211,2,5120
Rodney Green,10,4,12106
Rodney Hooper,67,4,10981
Rodney Hurst,144,7,18722
Rodney Jackson,377,7,25019
Rodney James,262,9,19229
Rodney Johnson,863,2,3460
Rodney Johnston,73,9,22793
Rodney Khan,128,2,3889
Rodney Knight,19,6,14202
Rodney Lee,16,5,14426
Rodney Martin,416,2,3856
Rodney Mcneil,61,6,14317
Rodney Mejia,80,3,11045
Rodney Miller,117,7,15496
Rodney Navarro,139,5,6261
Rodney Nguyen,33,5,14132
Rodney Nunez,371,4,7729
Rodney Odonnell,378,7,19606
Rodney Petersen,102,10,21977
Rodney Pierce,387,4,14227
Rodney Reyes,322,6,9122
Rodney Rivera,45,10,25617
Rodney Rodriguez,83,8,17590
Rodney Sanders,105,4,11435
Rodney Sawyer,195,9,22139
Rodney Spencer,250,3,8800
Rodney Thomas,554,1,1553
Rodney Warner,339,6,9670
Rodney Washington,106,6,18504
Rodney Webb,342,5,10176
Rodney Young,17,6,13093
Roger Adams,68,3,8655
Roger Armstrong,142,10,29367
Roger Bishop,172,4,15126
Roger Brown,138,7,16565
Roger Butler,334,3,9452
Roger Collins,90,4,9846
Roger Davis,353,1,4356
Roger Dominguez,177,5,16487
Roger Ellis,4,3,10479
Roger Franklin,6,7,20708
Roger Fuller,253,7,14997
Roger Gamble,520,7,12184
Roger Garcia,69,17,50405
Roger Garner,1,6,20641
Roger Gilbert,362,7,19994
Roger Gregory,113,3,5973
Roger Hamilton,83,11,26803
Roger Harris,163,5,14902
Roger Haynes,308,1,2619
Roger Henry,547,4,17396
Roger Hernandez,11,8,26479
Roger Hunt,757,3,6068
Roger Johnson,147,3,4930
Roger Lawrence,130,6,17035
Roger Lewis,643,2,4544
Roger Lopez,28,8,23601
Roger Lynn,89,8,24646
Roger Martinez,9,5,13401
Roger Mcclain,222,7,12731
Roger Mcgee,470,4,13944
Roger Murray,5,6,13522
Roger Myers,123,4,9673
Roger Nguyen,64,8,26530
Roger Patel,833,2,6355
Roger Porter,90,3,6260
Roger Rice,209,3,13554
Roger Roberts,227,3,8605
Roger Rosario,43,7,23174
Roger Ross,528,8,25191
Roger Roth,138,8,15541
Roger Rowe,509,4,12082
Roger Ruiz,636,5,13430
Roger Russo,34,5,13166
Roger Solomon,834,3,9759
Roger Stevens,569,2,6870
Roger Thomas,167,7,23777
Roger Thompson,312,6,15103
Roger Ward,82,4,8011
Roger Williams,116,7,20884
Roger Young,203,4,9506
Ronald Adams,0,11,27604
Ronald Alexander,610,3,3868
Ronald Anderson,55,6,12247
Ronald Baker,296,5,14574
Ronald Banks,36,7,24334
Ronald Barron,68,5,13845
Ronald Best,137,6,13561
Ronald Booker,429,2,5647
Ronald Bowman,228,3,6466
Ronald Brown,133,11,30241
Ronald Bryant,82,11,34868
Ronald Campos,370,5,12631
Ronald Carney,14,8,17566
Ronald Carter,48,3,10003
Ronald Carter II,444,6,19703
Ronald Chandler,315,8,27572
Ronald Chung,22,11,30924
Ronald Clark,858,3,5185
Ronald Cook,344,4,12038
Ronald Cruz,269,6,14609
Ronald Curtis,46,5,10851
Ronald Davis,318,5,10585
Ronald Duran,851,3,7846
Ronald Durham,22,2,2990
Ronald Edwards,502,8,20760
Ronald Fleming,116,2,8284
Ronald Flores,210,12,33261
Ronald Flowers,190,2,8865
Ronald Francis,107,5,12988
Ronald Frazier,190,4,11110
Ronald Frederick,57,8,20540
Ronald George,106,11,28074
Ronald Gonzales,314,4,13652
Ronald Goodman,381,3,7741
Ronald Graham,181,4,6060
Ronald Gross,350,7,22167
Ronald Gutierrez,808,2,4455
Ronald Gutierrez Jr.,52,5,15037
Ronald Haas,585,4,16153
Ronald Hamilton,8,6,21715
Ronald Hernandez,226,10,28574
Ronald Howard,101,2,5879
Ronald Huang,170,4,11188
Ronald Huff,75,2,1226
Ronald Hughes,121,5,13255
Ronald Jackson,206,11,39555
Ronald Johnson,1104,2,4716
Ronald Kaiser,96,9,26628
Ronald Keith,44,5,17598
Ronald Keller,203,8,20202
Ronald Kelley,2,5,19072
Ronald Kelly,92,12,34585
Ronald Kemp,260,2,7596
Ronald Knight,120,6,13089
Ronald Koch,479,3,13471
Ronald Lang,385,7,21336
Ronald Lewis,97,3,9765
Ronald Lin,84,7,21037
Ronald Long,312,9,29362
Ronald Lopez,236,14,36797
Ronald Lyons,21,5,13927
Ronald Macdonald,225,5,9095
Ronald Mann,370,5,12347
Ronald Martin,163,15,40189
Ronald Martinez,228,5,14430
Ronald Mason,302,3,8093
Ronald Mata,1,7,14711
Ronald Mathews,438,4,14372
Ronald Matthews,51,6,21236
Ronald Mccormick,139,9,24644
Ronald Mcguire,151,9,23377
Ronald Mckee,276,4,12996
Ronald Miller,64,5,14663
Ronald Mitchell,501,2,7358
Ronald Morris,281,4,7997
Ronald Murray,404,8,25375
Ronald Neal,500,3,8595
Ronald Newton,172,5,15589
Ronald Ortega,95,4,13321
Ronald Ortega PhD,157,5,19052
Ronald Owens,183,5,12356
Ronald Pace,33,4,10709
Ronald Patton,157,7,16614
Ronald Pena,537,7,15142
Ronald Peters,77,6,12213
Ronald Reid,46,3,10845
Ronald Rhodes,186,8,19977
Ronald Rice,564,5,19057
Ronald Richards,530,5,13080
Ronald Rivera,454,5,21139
Ronald Robinson,93,4,10882
Ronald Rodgers,284,4,14791
Ronald Romero,59,10,36083
Ronald Salinas,463,4,10690
Ronald Sanchez,184,4,15473
Ronald Saunders,794,5,12671
Ronald Schroeder,94,6,19721
Ronald Scott,1353,1,5143
Ronald Serrano,388,4,3702
Ronald Sharp,439,4,12234
Ronald Shea,74,5,13748
Ronald Shepherd,363,8,15475
Ronald Smith,42,3,6267
Ronald Soto,282,9,16731
Ronald Stanley,130,6,16051
Ronald Stevenson,53,4,6442
Ronald Stewart,39,9,22385
Ronald Strickland,219,4,11081
Ronald Thompson,122,4,13960
Ronald Todd,129,3,6315
Ronald Wade,197,12,23543
Ronald Walker,94,6,17747
Ronald Washington,262,4,11782
Ronald Webb,195,6,20904
Ronald Weber,13,18,38284
Ronald West,105,8,19883
Ronald White,424,7,19769
Ronald Williams II,23,4,12528
Ronald Wilson,358,8,22845
Ronald Wolfe,197,7,21004
Ronald York,176,5,11422
Ronald Young,109,3,11206
Ronnie Anderson,113,2,7161
Ronnie Briggs,5,10,28846
Ronnie Dawson,1,5,12684
Ronnie Diaz,213,8,15502
Ronnie Fleming,69,9,25155
Ronnie Fletcher,284,5,13227
Ronnie Gordon,46,4,11161
Ronnie Hanson,8,6,13858
Ronnie Jones,159,8,10289
Ronnie Keith,200,3,11989
Ronnie Lang,142,9,24325
Ronnie Larson,195,5,6969
Ronnie Lopez,23,4,14211
Ronnie Miller,343,4,11135
Ronnie Mosley,1209,3,9497
Ronnie Smith,677,3,13712
Ronnie Strong,99,3,9185
Ronnie Taylor,25,13,39454
Ronnie Wilson,259,3,14261
Ronnie Wong,187,6,15264
Ronnie Wright,137,4,9892
Rose Allen,228,3,10833
Rose Becker,442,4,10986
Rose Bennett,137,6,16936
Rose Best,342,6,13563
Rose Christensen,384,2,5045
Rose Clayton,37,8,18246
Rose Coleman,28,3,6023
Rose Davis,449,9,23061
Rose Diaz,88,7,24348
Rose Frederick,181,7,14204
Rose Johnson,40,10,30196
Rose Love,253,4,15212
Rose Mcgrath,19,6,21531
Rose Osborn,274,4,6995
Rose Pierce,41,11,23485
Rose Price,309,5,10603
Rose Rios,34,4,12104
Rose Schneider,281,10,27159
Rose Thompson,56,5,10908
Rose Vega,262,2,9052
Rose Walker,276,7,21244
Rose Wright,954,4,13226
Ross Cabrera,665,4,10580
Ross Cowan,25,3,6548
Ross Knight,58,6,20438
Ross Levine,321,2,2776
Ross Mills,407,5,17537
Roy Allen,838,4,7970
Roy Daniels,281,6,16985
Roy Fernandez,893,1,2839
Roy Franklin,667,5,13393
Roy Hernandez,222,5,16212
Roy Hoover,705,1,3096
Roy Jackson,752,3,4626
Roy Johnson,0,4,15175
Roy Lewis,90,11,30832
Roy Lynch,22,8,25156
Roy Maynard,108,7,18477
Roy Mays,262,4,11784
Roy Mendoza,609,5,17187
Roy Myers,384,6,12968
Roy Obrien,483,4,12921
Roy Parker,272,7,17961
Roy Perez,93,7,19809
Roy Peterson,502,5,11629
Roy Ramirez,5,7,18104
Roy Reynolds,211,5,12224
Roy Riggs,76,8,21316
Roy Rivera,317,2,6367
Roy Rivers,171,6,18490
Roy Rodriguez,252,2,5611
Roy Shields,146,4,16377
Roy Simon,46,8,20100
Roy Smith,193,1,1533
Roy Stokes,142,5,12304
Roy Taylor,214,4,14681
Roy Thomas,414,4,9882
Roy Vega,170,11,19561
Roy Williams,78,4,11900
Roy Wilson,117,11,32013
Roy Wright,155,2,6910
Roy Young,103,3,9338
Ruben Adams,68,6,10870
Ruben Armstrong,299,2,6790
Ruben Arroyo,167,3,12541
Ruben Bailey,452,2,5820
Ruben Barnes,542,5,11249
Ruben Bennett,31,4,10640
Ruben Davis,66,7,20842
Ruben Ferguson,86,6,12777
Ruben Fields,226,8,20814
Ruben Harrison,405,6,16995
Ruben Hodge,186,5,10725
Ruben Houston,264,5,12400
Ruben Jones MD,462,4,16831
Ruben Lee,55,6,22797
Ruben Meyer,55,6,16915
Ruben Padilla,528,2,2818
Ruben Payne,354,6,15289
Ruben Phillips,78,8,16111
Ruben Robertson,719,2,5417
Ruben Roman,52,6,22473
Ruben Saunders,906,1,4123
Ruben Smith,585,4,11535
Ruben Snyder,31,6,16986
Ruben Wilkinson,556,2,5583
Ruben Williams,340,7,19936
Russell Adkins,153,4,8852
Russell Aguirre,96,4,11315
Russell Andersen,83,5,9087
Russell Anderson,921,1,1693
Russell Armstrong,717,4,7530
Russell Banks,496,4,7454
Russell Beck,275,6,16964
Russell Benson,779,5,14529
Russell Boyle,634,2,1131
Russell Campbell,311,7,21349
Russell Cannon,406,5,12281
Russell Christian,197,4,11950
Russell Davis,469,2,6265
Russell Fisher,597,7,14697
Russell Garcia,1013,2,8270
Russell Gibson,304,6,16388
Russell Gomez,20,20,53382
Russell Gonzalez,415,2,4855
Russell Green,87,5,16381
Russell Hale,132,4,12244
Russell Hampton,46,11,36741
Russell Horne,112,2,5547
Russell Johnson,165,10,30351
Russell Jones,120,3,9318
Russell Kelly,70,8,24772
Russell Lee,312,6,20414
Russell Lewis,412,3,6968
Russell Lloyd,183,3,7563
Russell Logan,516,7,20679
Russell Mcdonald,81,9,23432
Russell Mitchell,259,6,12987
Russell Montes,628,5,19672
Russell Mora,4,5,9805
Russell Morris,178,6,10969
Russell Owen,516,7,20095
Russell Padilla,309,4,10841
Russell Perez,270,6,12024
Russell Perkins,166,5,10801
Russell Perry,434,2,4583
Russell Porter,240,4,10768
Russell Ramos,28,8,19264
Russell Rasmussen,402,4,11907
Russell Rice,31,4,12438
Russell Richards,212,6,19078
Russell Rodriguez,76,6,14779
Russell Sanchez,145,5,10253
Russell Sandoval,64,3,7736
Russell Schmidt,114,6,10430
Russell Scott,245,1,582
Russell Scott Jr.,248,6,27436
Russell Spencer,1159,1,3485
Russell Stone,109,5,17708
Russell Ward,376,3,6800
Russell Washington PhD,739,1,1549
Russell Wilcox,55,7,19357
Russell Wilson,345,5,15408
Ruth Aguilar,1269,1,5125
Ruth Bender,436,9,24058
Ruth Bradley,217,2,7839
Ruth Brown,27,6,11728
Ruth Castro,498,6,15284
Ruth Chapman,99,5,12365
Ruth Clark,582,6,13011
Ruth Coleman,582,3,5504
Ruth Diaz,805,3,8382
Ruth Duncan,43,7,23305
Ruth Hill,637,1,4432
Ruth Johnson,62,6,15468
Ruth Leach,158,5,14561
Ruth Luna,96,9,20523
Ruth Madden,230,5,15120
Ruth Martin,33,4,13381
Ruth Mckee,116,7,25619
Ruth Perkins,250,2,3425
Ruth Pierce,195,3,11490
Ruth Rice,91,4,5650
Ruth Richardson,339,2,6479
Ruth Shaffer,464,2,8115
Ruth Stout,42,4,9204
Ruth Wright,3,15,39174
Ryan Adams,419,4,8742
Ryan Adkins,91,5,14643
Ryan Alvarado,39,7,23136
Ryan Anderson,43,25,81049
Ryan Andrews,210,3,10576
Ryan Atkinson,513,3,10853
Ryan Baker,309,4,10115
Ryan Barajas,64,7,23390
Ryan Barber,19,5,10358
Ryan Barnett,236,4,8874
Ryan Barr,161,7,14244
Ryan Barrett,545,2,4659
Ryan Barry,16,5,17007
Ryan Barton,28,4,12734
Ryan Beck,4,11,31653
Ryan Bishop,322,5,16285
Ryan Blankenship,99,6,19859
Ryan Bond,252,6,12648
Ryan Bowman,113,4,9466
Ryan Brennan,595,3,13060
Ryan Brooks,47,6,15478
Ryan Brown,133,17,51381
Ryan Bullock,783,3,9185
Ryan Burns,984,2,7536
Ryan Camacho,307,4,9935
Ryan Cameron,541,4,15580
Ryan Campbell,93,5,10113
Ryan Cantrell,33,7,15332
Ryan Carpenter,26,5,13299
Ryan Carter,905,6,21658
Ryan Castillo,260,9,25235
Ryan Cervantes,609,5,17455
Ryan Chapman,136,7,16418
Ryan Charles,412,3,11116
Ryan Choi,25,8,25313
Ryan Church,50,6,18751
Ryan Cohen,390,3,8907
Ryan Cooke,598,4,13593
Ryan Cooper,259,5,11802
Ryan Crawford,25,3,9499
Ryan Cunningham,782,4,8267
Ryan Curry,116,5,12422
Ryan Davis,325,6,15029
Ryan Dean,178,2,5134
Ryan Delgado,419,4,5645
Ryan Doyle,476,2,2016
Ryan Edwards,104,5,12776
Ryan Evans,209,7,12976
Ryan Farley,432,3,7427
Ryan Fernandez,481,2,5661
Ryan Flores,228,3,6426
Ryan Floyd,440,2,7000
Ryan Foley,445,4,10069
Ryan Ford,30,7,15901
Ryan Fox,62,7,19951
Ryan Franco,132,5,15176
Ryan Franklin,814,3,9523
Ryan Gallagher,535,8,21000
Ryan Garrett,136,4,11924
Ryan Gibson,473,3,9947
Ryan Gomez,217,8,17116
Ryan Gonzalez,35,11,29325
Ryan Gordon,123,4,11779
Ryan Grant,180,8,23256
Ryan Green,213,10,20011
Ryan Greer,520,2,6293
Ryan Hall,12,22,57603
Ryan Hamilton,134,5,12809
Ryan Haney,201,7,21780
Ryan Hansen,142,13,34347
Ryan Harrington,928,5,15822
Ryan Harris,218,8,28745
Ryan Harrison,32,9,25428
Ryan Hays,26,8,25563
Ryan Henderson,51,4,8797
Ryan Hendricks,118,8,17750
Ryan Hernandez,126,23,63969
Ryan Hickman,103,9,23827
Ryan Hill,51,3,7512
Ryan Hill DDS,548,4,16177
Ryan Hogan,173,1,1937
Ryan Holmes,224,5,15021
Ryan House,450,6,15354
Ryan Howard,130,9,30072
Ryan Hubbard,315,8,21021
Ryan Jackson,27,9,28906
Ryan Jenkins,7,6,16278
Ryan Johnson,80,30,82439
Ryan Jones,99,17,58300
Ryan Jordan,106,11,24732
Ryan Kelley,991,3,7851
Ryan Kelly,683,4,10769
Ryan Kent,35,8,23151
Ryan Kerr,920,3,6025
Ryan Kim,685,3,7328
Ryan Knight,86,7,17407
Ryan Lawrence,153,6,15639
Ryan Lee,393,6,20056
Ryan Leon,34,6,21623
Ryan Leonard,6,4,8396
Ryan Lewis,104,5,19187
Ryan Long,90,4,11963
Ryan Lowery,296,6,13532
Ryan Luna,45,7,18109
Ryan Mahoney,72,6,14452
Ryan Malone,302,2,5637
Ryan Mann,257,4,14378
Ryan Martin,374,9,22948
Ryan Massey,375,2,4000
Ryan Matthews,25,18,52708
Ryan Mccormick,96,9,19780
Ryan Mcgrath,551,2,2877
Ryan Mckay,258,2,4226
Ryan Mclaughlin,96,4,5816
Ryan Mcmahon MD,213,4,8501
Ryan Medina,368,2,2624
Ryan Mendez,110,12,32445
Ryan Mendoza,46,6,13603
Ryan Miller,31,16,34673
Ryan Moore,246,5,10808
Ryan Morales,252,4,6098
Ryan Morris,710,6,13689
Ryan Mueller,185,3,10635
Ryan Mullen,66,3,8385
Ryan Myers,60,8,26473
Ryan Neal,593,7,16384
Ryan Nelson,233,8,20464
Ryan Newton,129,3,7725
Ryan Nichols,20,5,12278
Ryan Norton,39,4,14869
Ryan Ochoa,38,6,24008
Ryan Oconnor,103,5,16879
Ryan Olsen,706,4,8306
Ryan Olson,561,5,12705
Ryan Owen,52,14,36023
Ryan Pacheco,396,7,18496
Ryan Page,36,11,36921
Ryan Parker,5,4,13271
Ryan Patel,53,6,13926
Ryan Patrick,14,3,4916
Ryan Paul,427,7,22009
Ryan Peck,669,3,9360
Ryan Peterson,108,6,12720
Ryan Pham,101,4,8563
Ryan Pierce,55,3,7893
Ryan Pineda,137,1,4211
Ryan Pittman,302,7,16520
Ryan Powell,19,10,24858
Ryan Reed,404,3,10438
Ryan Reynolds,454,5,11227
