Customer Name,Total Spending,Customer Tenure,Returns,Churn
Monique Harris,4983,1183,1.0,0
Monique Henson,1248,879,1.0,0
Monique Hicks,2260,1178,3.0,0
Monique Hinton,5042,1300,1.0,1
Monique Johnson,76,282,0.0,0
Monique Johnston,2594,1212,0.0,0
Monique Jones,4903,1277,5.0,0
Monique Martinez,6207,1275,0.0,0
Monique Mcgee,3213,1217,1.0,0
Monique Miller,5127,1257,3.0,0
Monique Morrow,6866,806,2.0,0
Monique Nash,1455,1202,2.0,0
Monique Peters,7001,1168,2.0,0
Monique Shaw,1707,861,2.0,0
Monique Smith,7306,1321,6.0,0
Monique Spencer,4284,1012,1.0,0
Monique Turner,1234,1001,1.0,0
Monique Valentine,3116,884,1.0,0
Monique Vasquez,3186,1213,2.0,0
Monique Williams,3145,923,0.0,0
Morgan Austin,2612,1161,1.0,0
Morgan Baker,3268,652,0.0,0
Morgan Barnes,2636,721,2.0,0
Morgan Barron,3936,1226,2.0,0
Morgan Bishop,1668,653,2.0,0
Morgan Blanchard,2215,1192,0.0,0
Morgan Boyd,2577,1178,4.0,0
Morgan Bray,1620,1090,3.0,0
Morgan Campos,5742,1266,3.0,0
Morgan Castro,730,1184,0.0,0
Morgan Christensen,5861,1150,3.0,0
Morgan Conley,10606,1292,1.0,0
Morgan Conner,1124,412,1.0,0
Morgan Curry,747,1244,2.0,0
Morgan Davis,5241,1183,2.0,0
Morgan Evans,4938,1277,4.0,0
Morgan Fitzgerald,4426,1248,5.0,0
Morgan Flores,269,48,0.0,0
Morgan Garcia,3116,1137,3.0,0
Morgan Gomez,5969,1219,2.0,0
Morgan Good,3802,1278,2.0,0
Morgan Gregory,5045,1341,2.0,0
Morgan Hayes PhD,4720,1280,2.0,0
Morgan Henry,2547,1332,0.0,0
Morgan Hernandez,2322,1218,2.0,1
Morgan Herrera,4424,1288,2.0,0
Morgan Hines,4522,916,1.0,0
Morgan Holland,1129,1277,1.0,0
Morgan Jackson,1552,582,3.0,0
Morgan Johnson,1668,724,2.0,0
Morgan Jones,2189,908,2.0,1
Morgan Mccall,4989,1234,4.0,0
Morgan Mills,5873,939,2.0,0
Morgan Miranda,719,850,0.0,0
Morgan Moyer,1721,875,1.0,0
Morgan Neal,12431,1347,4.0,0
Morgan Nichols,1890,814,0.0,0
Morgan Obrien,2791,996,1.0,0
Morgan Perry,3401,1216,3.0,0
Morgan Price,5175,1115,0.0,0
Morgan Richards,1466,1311,1.0,0
Morgan Robinson,2287,698,1.0,0
Morgan Rodriguez,7384,1175,4.0,0
Morgan Romero,4684,1071,3.0,0
Morgan Sanders DVM,3031,1087,2.0,0
Morgan Singh,2858,868,1.0,0
Morgan Taylor,3994,1277,3.0,0
Morgan Thompson,942,975,0.0,0
Morgan Valdez,3754,1052,5.0,0
Morgan Walker,6586,917,3.0,0
Morgan Weaver,1324,1171,1.0,0
Morgan Wiley,8272,1097,2.0,0
Morgan Wilson,4160,1122,4.0,0
Morgan Wood,7224,845,4.0,0
Morgan Woodard,3078,924,3.0,0
Morgan Young,7027,1285,1.0,1
Morgan Yu,11123,1245,2.0,0
Mr. Aaron Acosta,6670,1064,5.0,0
Mr. Aaron Pearson Jr.,2972,784,0.0,0
Mr. Aaron Wilson,325,237,0.0,0
Mr. Adam Carson,5167,1201,3.0,0
Mr. Alan Arellano,3402,982,1.0,0
Mr. Albert Buchanan,3446,955,3.0,0
Mr. Alex Jones,6785,1273,3.0,0
Mr. Alexander Dunn,929,1010,1.0,0
Mr. Anthony Bell,5331,1157,2.0,1
Mr. Anthony Lynch,820,1030,0.0,1
Mr. Anthony Trevino,2868,1346,0.0,0
Mr. Antonio Berger,1331,1171,0.0,0
Mr. Austin Hernandez,876,760,1.0,0
Mr. Benjamin Valencia DVM,371,770,1.0,1
Mr. Billy Burton,1289,1331,1.0,0
Mr. Billy Duffy,3220,1075,1.0,0
Mr. Billy Silva DDS,4713,1343,3.0,0
Mr. Brad Jennings,1901,1288,2.0,0
Mr. Brad Khan Jr.,3654,697,4.0,0
Mr. Brad Weber,3895,460,0.0,0
Mr. Bradley Barnes,1754,1067,1.0,0
Mr. Bradley Smith,4164,1275,3.0,0
Mr. Bradley Wilkinson,2862,1162,1.0,0
Mr. Brady White,3838,1208,2.0,0
Mr. Brandon Barker,2010,948,2.0,0
Mr. Brandon Brown,3030,1113,1.0,0
Mr. Brandon Cooper,8264,1094,7.0,0
Mr. Brandon Kline,3916,1349,3.0,0
Mr. Brandon Williams MD,452,1001,1.0,0
Mr. Brent Combs,3426,1349,1.0,0
Mr. Brett Mosley,3563,1306,0.0,0
Mr. Brian Garner,3594,1065,1.0,0
Mr. Brian Sanchez DDS,2332,491,0.0,1
Mr. Brian Smith,3652,1331,3.0,1
Mr. Bryan Gould DVM,5861,614,1.0,0
Mr. Bryan Richardson,8456,1202,2.0,0
Mr. Cameron Hinton DVM,2525,940,1.0,0
Mr. Carlos Douglas,4218,1281,2.0,0
Mr. Carlos James,2459,1263,1.0,1
Mr. Chad George II,5572,1315,3.0,1
Mr. Charles Jackson,4703,1190,4.0,0
Mr. Charles Lee,1906,350,2.0,0
Mr. Charles White,4483,1093,1.0,1
Mr. Charles Wilson,2751,1018,0.0,1
Mr. Chris Ryan,6305,1165,3.0,0
Mr. Christian Fernandez,4344,1204,3.0,0
Mr. Christian Gill,1250,1258,0.0,0
Mr. Christopher Cantrell,4340,1344,1.0,0
Mr. Christopher Day PhD,1149,1347,2.0,0
Mr. Christopher Gardner,2586,1054,0.0,0
Mr. Christopher Gordon II,5938,1349,1.0,0
Mr. Christopher Green,3196,715,3.0,0
Mr. Christopher Hodges,6856,1228,2.0,0
Mr. Christopher Jefferson,5572,792,3.0,0
Mr. Christopher Mayer,7764,1049,3.0,0
Mr. Christopher Walker,1710,1332,0.0,0
Mr. Clifford Tucker Jr.,1556,623,0.0,0
Mr. Cody Hernandez,5622,1118,2.0,0
Mr. Cory Vargas,1903,1345,2.0,0
Mr. Craig Edwards,2414,1300,5.0,0
Mr. Dalton Gomez,1182,786,2.0,0
Mr. Dalton Rocha,3184,936,2.0,0
Mr. Damon Knapp,4898,1064,1.0,0
Mr. Daniel Hanna,7809,1341,4.0,1
Mr. Daniel Hernandez,6879,1280,4.0,0
Mr. Daniel Herring,3386,1276,4.0,0
Mr. Daniel Reed,2368,1214,4.0,1
Mr. Daniel Rivera,6214,1020,0.0,0
Mr. Daniel Taylor,4829,1302,2.0,0
Mr. Daniel Thompson MD,7712,1187,2.0,0
Mr. Daniel Williams,3879,902,2.0,0
Mr. Dave Acosta,7306,1328,5.0,0
Mr. David Brewer,1878,1263,1.0,1
Mr. David Cardenas,3013,1329,0.0,0
Mr. David Herman Jr.,3664,1286,2.0,0
Mr. David Ramirez,6771,1169,1.0,0
Mr. David Rush,9335,1332,4.0,0
Mr. David Short,8507,1344,3.0,0
Mr. David Turner DDS,3768,576,2.0,0
Mr. Derek Daniels,7285,1334,5.0,0
Mr. Derrick Maxwell,894,767,0.0,1
Mr. Derrick Watts,3308,1196,1.0,0
Mr. Devin Frank,396,173,0.0,0
Mr. Devin Wilson,6017,1269,5.0,0
Mr. Donald Johnson DVM,6114,907,3.0,0
Mr. Donald Miller,7215,1347,4.0,1
Mr. Donald Powell,5366,1062,3.0,1
Mr. Duane Hughes,3193,1199,2.0,0
Mr. Dwayne Conner,1806,720,1.0,0
Mr. Dylan Miles MD,1968,753,2.0,0
Mr. Dylan Ryan,1777,841,1.0,0
Mr. Edward Strickland,5101,1166,0.0,1
Mr. Eric Miller,6598,1305,1.0,0
Mr. Eric Washington,4964,1174,3.0,0
Mr. Erik Griffith,4542,1278,1.0,0
Mr. Erik Salazar III,4565,685,3.0,0
Mr. Evan Gardner,8077,890,1.0,0
Mr. Evan Washington,5802,1202,3.0,0
Mr. Franklin Rice,3095,1066,3.0,0
Mr. Gary Chapman,3473,851,2.0,0
Mr. Gary Diaz,3330,1068,1.0,1
Mr. Gary Hamilton,5084,1251,2.0,0
Mr. Gary Nelson,8144,1242,1.0,0
Mr. Gary Pope,1294,898,0.0,0
Mr. Gary Walker,3002,1095,2.0,0
Mr. Geoffrey Burgess Jr.,5114,990,0.0,1
Mr. George Larson,3880,993,1.0,0
Mr. Gordon Simmons,1341,878,1.0,0
Mr. Gregory Hayes PhD,7169,1138,2.0,0
Mr. Gregory Rios,6143,1345,6.0,0
Mr. Henry Hogan,3147,723,3.0,1
Mr. Howard Bolton DVM,4284,1266,0.0,0
Mr. Ian Ramirez,4419,1089,4.0,0
Mr. Ian Rojas,66,804,0.0,0
Mr. Isaac Thompson III,4456,1188,2.0,0
Mr. Jacob Berg,1970,1045,2.0,0
Mr. Jacob Heath MD,708,1223,0.0,1
Mr. Jacob Hill Jr.,10232,1335,4.0,0
Mr. James Carroll,2592,1213,2.0,0
Mr. James Espinoza,5792,1130,4.0,0
Mr. James Lopez Jr.,5184,926,2.0,0
Mr. James Marsh,2669,1234,0.0,0
Mr. James Taylor MD,7439,1093,1.0,0
Mr. Jared Jones,5642,1326,5.0,0
Mr. Jason Anthony,2188,1149,0.0,0
Mr. Jason Carr,42,1345,0.0,0
Mr. Jason Larson,2406,1071,4.0,0
Mr. Jay Hale,246,1241,0.0,0
Mr. Jeff Brady,2741,1041,3.0,0
Mr. Jeffrey Fernandez,9814,1200,4.0,0
Mr. Jeffrey Lane,4025,1308,4.0,0
Mr. Jeffrey Nelson II,455,364,1.0,0
Mr. Jeffrey Smith,2285,1208,1.0,0
Mr. Jeremiah Gibson,2485,998,2.0,0
Mr. Jeremy Knox II,6685,1317,2.0,0
Mr. Jeremy Moore MD,6192,1244,3.0,0
Mr. Jerry Golden PhD,2788,1200,3.0,0
Mr. Jerry Koch,3851,1229,2.0,1
Mr. Jerry Turner,5636,1225,3.0,0
Mr. Jimmy Brown,2828,1179,1.0,0
Mr. Joel Lewis,7445,1232,3.0,0
Mr. John Campbell,3153,1300,1.0,1
Mr. John Herring,1185,1020,1.0,0
Mr. John Jimenez,4254,1157,1.0,0
Mr. John Logan MD,4281,1273,0.0,0
Mr. John Lucas,10218,1016,4.0,1
Mr. John Robinson,7565,1333,4.0,0
Mr. John Rodriguez II,2025,1299,1.0,0
Mr. John Russo,366,793,0.0,0
Mr. John Sanchez,3383,938,3.0,0
Mr. John Sosa,3051,1077,4.0,0
Mr. John Stephens,2577,1335,3.0,0
Mr. John Turner MD,1721,1050,0.0,0
Mr. John Walker,1322,1232,0.0,0
Mr. John Ward,5100,1255,1.0,0
Mr. John Watts,854,1251,2.0,0
Mr. Johnathan Brown MD,3958,1002,1.0,0
Mr. Johnny Ramos,6754,1164,3.0,0
Mr. Jonathan Berg,4266,1050,0.0,0
Mr. Jonathan Cortez,5427,1054,2.0,0
Mr. Jonathan Sawyer,4450,981,1.0,0
Mr. Jonathan Stewart,2650,1212,2.0,0
Mr. Jonathan Webb Jr.,3848,1006,1.0,0
Mr. Jordan Wood,4067,1301,5.0,0
Mr. Joseph Ball DVM,3198,949,3.0,0
Mr. Joseph Brown,8806,1145,3.0,0
Mr. Joseph Christensen,2138,1344,3.0,1
Mr. Joseph Martinez,6551,1300,3.0,0
Mr. Joseph Mills MD,2532,1307,1.0,1
Mr. Joseph Walker,5359,995,2.0,0
Mr. Joshua Holloway DVM,2353,1150,1.0,0
Mr. Joshua Khan,4708,910,2.0,0
Mr. Joshua Price,4203,1067,1.0,1
Mr. Joshua Reese,3073,1346,1.0,0
Mr. Joshua Rivera,7434,1260,3.0,0
Mr. Julian Phillips,850,1165,1.0,1
Mr. Julian Reese Jr.,962,959,1.0,0
Mr. Justin Carlson III,1467,1153,1.0,0
Mr. Justin Nguyen,510,1002,1.0,0
Mr. Justin Wilson,4068,1177,4.0,0
Mr. Justin Wilson Jr.,5534,1313,2.0,0
Mr. Kenneth Clark,3543,1228,2.0,1
Mr. Kenneth Lewis,4390,945,3.0,0
Mr. Kevin Anderson,3018,947,1.0,0
Mr. Kevin Davis,2350,235,0.0,0
Mr. Kevin Glover DDS,1490,1097,2.0,0
Mr. Kevin Harris PhD,7896,1312,5.0,0
Mr. Kevin Smith,8393,1338,6.0,0
Mr. Kyle Walsh DDS,3897,959,1.0,0
Mr. Larry Alvarado,3383,1015,2.0,1
Mr. Larry Hoffman,1224,274,0.0,0
Mr. Larry Simpson,1436,605,2.0,0
Mr. Larry Taylor,2990,1200,0.0,1
Mr. Larry Thompson,2801,1284,2.0,1
Mr. Luis Lyons,7309,1072,4.0,0
Mr. Luke Deleon MD,2676,1230,0.0,0
Mr. Marc Khan DDS,4548,1320,3.0,0
Mr. Marcus Johnston,3179,1294,2.0,0
Mr. Marcus Li,3270,1061,2.0,0
Mr. Marcus Powell DDS,3047,984,2.0,0
Mr. Mark Castro,6279,1318,1.0,0
Mr. Mark Clark,1861,1230,1.0,0
Mr. Mark Ferrell MD,412,491,0.0,0
Mr. Mark Garcia,5730,821,4.0,0
Mr. Mark Lopez,1728,1289,0.0,0
Mr. Mark Ritter,2384,1306,1.0,0
Mr. Mark Taylor,4201,1286,1.0,0
Mr. Mark Walker,1702,1026,3.0,0
Mr. Mathew Grimes,5907,1350,2.0,1
Mr. Matthew Johnson V,2944,645,1.0,1
Mr. Matthew Mendez,5662,1344,3.0,0
Mr. Maurice Hoover,2315,1139,2.0,0
Mr. Max Davis MD,7364,1299,2.0,0
Mr. Michael Austin,6680,1269,2.0,0
Mr. Michael Osborne,3442,1061,0.0,0
Mr. Michael Sanchez,1320,872,3.0,1
Mr. Michael Walker,3245,599,1.0,0
Mr. Michael West,6183,1096,3.0,0
Mr. Michael Willis MD,2880,684,1.0,0
Mr. Miguel Morales,3907,1304,3.0,0
Mr. Mitchell Mendez MD,856,439,0.0,1
Mr. Nathan Miller,5059,1207,1.0,0
Mr. Nathan Simpson,3285,1316,3.0,0
Mr. Nicholas Henderson,3783,841,2.0,1
Mr. Oscar Wolfe,2577,1092,0.0,1
Mr. Patrick Barrett MD,4813,1211,2.0,0
Mr. Patrick Hayes PhD,8580,1158,3.0,0
Mr. Patrick Todd DDS,5983,1337,3.0,0
Mr. Patrick Wilkinson,2263,1150,3.0,0
Mr. Paul Ortiz,3379,1117,1.0,0
Mr. Peter Barnes,2669,579,1.0,0
Mr. Randall Simmons MD,6470,1352,2.0,0
Mr. Randy Jackson,4918,1108,2.0,0
Mr. Raymond Ball,3807,1278,3.0,0
Mr. Raymond Conner Jr.,2735,1234,3.0,0
Mr. Richard Gallegos,3971,663,2.0,0
Mr. Richard Hendricks,1568,1127,0.0,0
Mr. Richard Hester,7158,1320,5.0,0
Mr. Richard Lynch Jr.,5229,1187,2.0,1
Mr. Richard Nelson,4460,1336,2.0,0
Mr. Richard Rios PhD,3276,634,2.0,0
Mr. Richard Stewart MD,2226,857,2.0,1
Mr. Richard Williams III,361,750,2.0,0
Mr. Robert Ferguson,654,487,0.0,0
Mr. Robert Morgan,2280,946,1.0,1
Mr. Robert Stark,4016,971,1.0,0
Mr. Robert Stewart,4369,1239,3.0,1
Mr. Roger Smith,4786,1353,3.0,0
Mr. Ronald Gentry,1066,1305,2.0,0
Mr. Ronald Hernandez,3500,894,2.0,0
Mr. Ronald Lopez,8605,1347,6.0,0
Mr. Ronald Spears,5405,1172,1.0,0
Mr. Ryan George,1962,1243,1.0,0
Mr. Ryan Griffin IV,7878,904,2.0,0
Mr. Ryan Hill,6203,1320,6.0,0
Mr. Ryan Miller Jr.,2911,1181,0.0,0
Mr. Ryan Paul,6151,1191,3.0,1
Mr. Ryan Pearson,6407,1311,2.0,0
Mr. Ryan Richardson,4818,1186,1.0,0
Mr. Samuel Campbell,1803,1318,0.0,0
Mr. Samuel Gregory,2634,727,2.0,0
Mr. Scott Campbell MD,1853,1126,0.0,1
Mr. Scott Cline,718,1142,0.0,0
Mr. Scott Flores,1542,714,3.0,0
Mr. Scott Gross DVM,2772,1112,2.0,1
Mr. Scott Hamilton MD,1889,1093,3.0,0
Mr. Scott Smith,5737,1282,3.0,1
Mr. Shane Jones,1369,1147,0.0,0
Mr. Shane Moore,3096,1345,2.0,0
Mr. Shawn Pierce,2838,917,2.0,1
Mr. Spencer Brown,6470,1324,4.0,0
Mr. Stephen Simpson,1918,1142,1.0,0
Mr. Steven Anderson DDS,7019,1164,4.0,0
Mr. Steven Cole,3094,1062,1.0,1
Mr. Steven Hernandez DVM,4860,1275,1.0,1
Mr. Steven Parker,3033,1149,1.0,0
Mr. Steven Roberson,5417,1098,5.0,0
Mr. Steven Williams,4321,1084,1.0,0
Mr. Taylor Cook,1974,1239,2.0,0
Mr. Taylor Gordon,4384,973,0.0,0
Mr. Terry Clark,5792,1090,2.0,0
Mr. Terry Mills,1567,887,1.0,0
Mr. Terry Thompson,5596,1310,1.0,0
Mr. Thomas Anderson,1138,1286,0.0,0
Mr. Thomas Benitez,2308,568,2.0,0
Mr. Thomas Dean,1813,621,0.0,1
Mr. Thomas Garcia,4239,1215,2.0,0
Mr. Thomas Young,2845,1099,0.0,1
Mr. Timothy Barnes,1392,1102,0.0,0
Mr. Todd Johnson,5217,1248,1.0,0
Mr. Todd Lee,7680,1246,2.0,0
Mr. Todd Mejia,3320,1018,2.0,1
Mr. Todd Morse MD,2739,1014,3.0,0
Mr. Tony King,2823,1252,1.0,0
Mr. Tracy Fischer DDS,3428,518,1.0,1
Mr. Travis Williams,1421,1005,0.0,0
Mr. Wesley Horton,3117,1188,1.0,0
Mr. William Marshall,3584,1252,4.0,0
Mr. William Moss PhD,4820,828,1.0,0
Mr. William Richards MD,562,951,1.0,1
Mr. William Walker,4147,1248,3.0,0
Mr. Zachary Baker,1886,1350,3.0,0
Mr. Zachary Thompson,5016,1252,4.0,1
Mr. Zachary Willis,2416,1126,2.0,0
Mrs. Alexandra Kelley MD,2789,1113,2.0,0
Mrs. Alexandra Walker,3700,1171,3.0,0
Mrs. Alexis Baker,7225,1216,2.0,0
Mrs. Alice Doyle,286,1018,1.0,0
Mrs. Alicia Howard,6653,1299,5.0,0
Mrs. Alyssa Miller MD,3760,1338,4.0,0
Mrs. Alyssa Morales DDS,7050,1218,2.0,0
Mrs. Alyssa Weber,388,912,0.0,0
Mrs. Amanda Brown,2978,895,1.0,0
Mrs. Amanda Nguyen,7529,1320,5.0,1
Mrs. Amanda Ortiz,6206,1129,2.0,0
Mrs. Amy Crawford,8234,1351,2.0,0
Mrs. Amy Hebert,1830,1353,3.0,0
Mrs. Amy Owens MD,9661,1089,2.0,1
Mrs. Amy Wood,2704,540,0.0,0
Mrs. Andrea Cooper PhD,7785,1256,5.0,0
Mrs. Angela Collier MD,1117,615,0.0,0
Mrs. Angela Rogers,1316,236,1.0,0
Mrs. Angela Washington,2075,987,2.0,0
Mrs. Angelica Baker,7947,1206,2.0,1
Mrs. Angelica George,3649,1339,1.0,0
Mrs. Ann Lopez,3566,1112,1.0,1
Mrs. Ann Underwood,5464,1325,1.0,0
Mrs. Ann Walker,1787,834,2.0,0
Mrs. Anna Jenkins,4088,1349,0.0,0
Mrs. Anne Harris DVM,976,912,1.0,0
Mrs. Annette Lopez,2879,1144,4.0,1
Mrs. April Wheeler MD,7351,1178,5.0,0
Mrs. Ashlee Mills,4755,1297,4.0,0
Mrs. Ashlee Vasquez MD,2390,1039,2.0,0
Mrs. Ashley Barry,7006,1230,4.0,0
Mrs. Ashley Conway,1215,1257,1.0,1
Mrs. Ashley Ibarra,2305,987,0.0,1
Mrs. Ashley Lloyd,3528,1293,2.0,0
Mrs. Ashley Martin MD,3957,1191,3.0,0
Mrs. Ashley Perez,4624,1252,2.0,0
Mrs. Ashley Smith MD,2022,965,0.0,0
Mrs. Ashley Williams MD,1335,1068,2.0,0
Mrs. Autumn Jones,4988,1319,3.0,0
Mrs. Barbara Fisher,1683,1079,2.0,0
Mrs. Barbara Thornton PhD,4324,1323,2.0,1
Mrs. Becky Byrd,2860,1096,4.0,1
Mrs. Beth Johns,243,921,1.0,0
Mrs. Bethany Tran,2639,1131,1.0,1
Mrs. Brenda Smith,4652,1247,2.0,0
Mrs. Brianna Flores,7248,1347,3.0,0
Mrs. Carla Adams,9625,1306,5.0,0
Mrs. Carolyn Norris,570,357,0.0,1
Mrs. Carolyn Smith,4403,1146,4.0,1
Mrs. Carrie Aguirre,4748,1181,3.0,1
Mrs. Carrie Mcclain MD,6592,1046,4.0,0
Mrs. Cassandra Nguyen,1788,560,2.0,1
Mrs. Catherine Evans,5899,1174,2.0,0
Mrs. Catherine Hernandez,8176,1285,1.0,0
Mrs. Chelsea Chen MD,25,622,0.0,0
Mrs. Chelsea Jones,1547,952,2.0,0
Mrs. Chelsea Pratt PhD,4487,1158,2.0,0
Mrs. Cheryl Smith,2254,1037,2.0,0
Mrs. Christina Lewis,9633,1305,4.0,1
Mrs. Christina Murphy,4270,1071,3.0,0
Mrs. Christine Carlson,10620,1338,4.0,0
Mrs. Christine Dawson,1076,838,0.0,0
Mrs. Christine Gutierrez MD,3161,1119,1.0,1
Mrs. Christy Soto,5141,1165,1.0,0
Mrs. Christy Wiley,3386,1288,1.0,1
Mrs. Cindy Hill DDS,89,896,1.0,0
Mrs. Connie Mack,5683,858,2.0,0
Mrs. Courtney Rowland MD,4500,1331,3.0,0
Mrs. Crystal Patel PhD,1355,442,0.0,0
Mrs. Cynthia Boyd DDS,2863,1247,2.0,0
Mrs. Cynthia Rodgers MD,2787,809,1.0,0
Mrs. Cynthia Sandoval,8520,1240,3.0,0
Mrs. Cynthia Stout DVM,3767,1203,2.0,0
Mrs. Dana Williams,3651,1005,1.0,0
Mrs. Dawn Caldwell,7068,1176,3.0,0
Mrs. Dawn Hall PhD,7387,1313,3.0,0
Mrs. Dawn Meyer,2878,849,1.0,0
Mrs. Deanna Cunningham,2616,1128,3.0,0
Mrs. Deanna Riley,4119,1116,0.0,0
Mrs. Deborah Chang,3014,1084,1.0,0
Mrs. Deborah Spencer,2989,1081,1.0,0
Mrs. Denise Bowman MD,2509,1348,0.0,0
Mrs. Diana Snyder,5144,1186,2.0,1
Mrs. Diane Hunter,1407,1143,4.0,0
Mrs. Donna Frost,5823,1166,2.0,0
Mrs. Elizabeth Jackson,6060,885,3.0,0
Mrs. Elizabeth Lambert,2238,1289,2.0,0
Mrs. Elizabeth Wood,3402,827,2.0,0
Mrs. Emily Noble,2684,913,1.0,1
Mrs. Emma Cortez DDS,4323,1165,2.0,0
Mrs. Erica Cooper,3232,1006,3.0,0
Mrs. Erica Robinson,4559,1276,4.0,0
Mrs. Erica Rodriguez,9827,1276,4.0,1
Mrs. Erin Hoffman,4111,1351,2.0,1
Mrs. Erin Jones MD,4734,1078,2.0,0
Mrs. Erin Morales,4316,831,0.0,0
Mrs. Felicia Lee,2526,1310,3.0,0
Mrs. Gabrielle Hunt,3197,1249,3.0,0
Mrs. Gail Stephenson,2045,938,1.0,0
Mrs. Hannah Huffman,1676,1042,2.0,0
Mrs. Hannah Marshall,6198,1204,3.0,0
Mrs. Hannah Sullivan MD,5087,1285,5.0,0
Mrs. Hayley Berry MD,1503,1015,0.0,0
Mrs. Heidi Smith MD,2359,1327,1.0,0
Mrs. Jamie Palmer DVM,3621,1217,1.0,0
Mrs. Janice Huff,4670,1267,3.0,0
Mrs. Jasmine Knox,2176,1349,2.0,0
Mrs. Jasmine Mcgrath,2841,1072,3.0,0
Mrs. Jasmine Ward,7900,1323,5.0,0
Mrs. Jeanette Young,1206,1341,3.0,0
Mrs. Jeanne Schmitt,4697,1099,3.0,0
Mrs. Jenna Riley,864,844,0.0,1
Mrs. Jennifer Carter,7066,1007,6.0,0
Mrs. Jennifer Greene MD,6335,1144,1.0,1
Mrs. Jennifer Lucas,8576,1275,3.0,1
Mrs. Jennifer Martin,4619,1310,3.0,0
Mrs. Jennifer Powers,2615,970,0.0,0
Mrs. Jennifer Stephenson,5859,1236,3.0,0
Mrs. Jennifer Williams DDS,5595,1344,2.0,0
Mrs. Jennifer Wright,7001,1041,6.0,1
Mrs. Jenny Williams,4391,1041,2.0,0
Mrs. Jessica Hahn,3879,1063,3.0,1
Mrs. Jessica Mclaughlin,6394,1278,1.0,0
Mrs. Jessica Mcmillan,4842,1301,1.0,0
Mrs. Jessica Shepherd MD,6022,1337,3.0,0
Mrs. Jessica Villa,5946,1255,2.0,0
Mrs. Jill Rivera,3102,1222,2.0,0
Mrs. Jo Armstrong PhD,7651,987,0.0,0
Mrs. Judith Garrett,2594,775,3.0,0
Mrs. Julie Santos,3346,813,1.0,0
Mrs. Julie Schroeder,2363,1054,4.0,0
Mrs. Julie Turner,4406,1250,1.0,0
Mrs. Kara Ortiz,4403,768,2.0,0
Mrs. Kari Gonzalez,3390,1249,1.0,0
Mrs. Karina White,3872,1110,3.0,0
Mrs. Katherine Harris MD,3147,1193,3.0,0
Mrs. Kathleen Dillon,2917,1333,1.0,0
Mrs. Kathryn Nicholson,3315,1254,2.0,0
Mrs. Kathy Chavez,3771,1009,0.0,0
Mrs. Kayla Henderson,4069,1310,2.0,0
Mrs. Kelli Barnes,4324,1127,1.0,0
Mrs. Kelli Turner,6058,1268,1.0,0
Mrs. Kelly Smith MD,3935,993,1.0,1
Mrs. Kelsey Pham,4734,1001,1.0,0
Mrs. Kelsey Williams,3349,1288,3.0,0
Mrs. Kim Oconnell,6526,1287,4.0,0
Mrs. Kimberly Ruiz,2948,730,1.0,0
Mrs. Kristina Morgan DVM,1452,1003,1.0,0
Mrs. Kristine Mcintyre,1398,1247,2.0,1
Mrs. Kristy Wolf,7560,1269,4.0,0
Mrs. Laura Warren,9512,1339,2.0,0
Mrs. Lauren Taylor DVM,1721,1251,2.0,0
Mrs. Leslie Ortiz DDS,5075,1241,2.0,0
Mrs. Leslie Wolfe,2140,1013,3.0,0
Mrs. Linda Dunn,6112,1307,3.0,1
Mrs. Linda Horton DVM,1697,1236,0.0,0
Mrs. Linda Rich,1284,1330,2.0,0
Mrs. Lisa Brady,5159,1303,2.0,0
Mrs. Lisa Ibarra,4143,1336,2.0,1
Mrs. Lisa Martinez,4446,814,1.0,1
Mrs. Madeline Hayes MD,182,551,0.0,0
Mrs. Margaret Parker,1096,866,2.0,0
Mrs. Maria Reese,5410,1322,6.0,0
Mrs. Maria Reyes,5473,1194,1.0,0
Mrs. Marie Daniels,6481,1050,1.0,0
Mrs. Martha Thomas,9613,1263,5.0,1
Mrs. Mary Keller MD,3377,1318,0.0,0
Mrs. Mary Lane,2283,832,2.0,0
Mrs. Mary Newton,2884,1317,1.0,0
Mrs. Mary Shaw,1693,881,2.0,0
Mrs. Mary Smith,5448,1330,3.0,0
Mrs. Megan Barnes,5362,902,3.0,0
Mrs. Megan Garcia,5119,1248,2.0,0
Mrs. Melissa Gonzales DDS,4635,927,2.0,0
Mrs. Melissa Hill,3975,1097,3.0,0
Mrs. Melissa Lewis,523,766,2.0,0
Mrs. Melissa Martinez,5541,969,0.0,0
Mrs. Melissa Mccarthy,6722,1310,3.0,0
Mrs. Melissa Miller DDS,3060,948,2.0,0
Mrs. Melissa Smith,1831,888,0.0,0
Mrs. Michele Brock,4274,1016,2.0,0
Mrs. Michele Holt,6811,1297,5.0,0
Mrs. Michele Miller,7379,1222,1.0,0
Mrs. Michele Peterson,9569,1212,4.0,1
Mrs. Michele Simpson DDS,1669,1344,2.0,0
Mrs. Michelle Blanchard,3056,854,2.0,0
Mrs. Michelle Johnson MD,2888,1234,3.0,0
Mrs. Michelle Maldonado,6582,1344,3.0,1
Mrs. Michelle Peterson MD,612,146,1.0,0
Mrs. Michelle Soto DVM,1456,1248,3.0,1
Mrs. Misty Wilson,4622,1182,1.0,0
Mrs. Morgan Taylor,1898,1121,1.0,1
Mrs. Nancy Rogers PhD,204,202,0.0,0
Mrs. Natalie Brown,5086,1112,0.0,0
Mrs. Natalie Morris,4633,1139,2.0,1
